1,0.888,34.04009413719177
1,0.884,24.323333978652954
3,0.852,25.223573207855225
5,0.844,24.49392294883728
7,0.844,24.59781789779663
9,0.848,25.44001793861389
11,0.844,24.937788009643555
13,0.832,25.473315000534058
